name,gender,age,class,embarked,country,fare,survived
"Skoog, Master. Karl Thorsten",male,11,3rd,S,United States,27.18,no
"Skoog, Miss. Mabel",female,9,3rd,S,United States,27.18,no
"Skoog, Miss. Margit Elizabeth",female,2,3rd,S,United States,27.18,no
"Skoog, Mrs. Anna Bernhardina",female,43,3rd,S,Sweden,27.18,no
"Skoog, Mr. Wilhelm Johansson",male,40,3rd,S,Sweden,27.18,no
"Slabenoff, Mr. Petco",male,42,3rd,S,NA,7.1711,no
"Slayter, Miss. Hilda Mary",female,30,2nd,Q,Canada,12.07,yes
"Slemen, Mr. Richard James",male,35,2nd,S,England,10.1,no
"Slocovski, Mr. Selman Francis",male,20,3rd,S,England,8.01,no
"Sloper, Mr. William Thompson",male,28,1st,S,United States,35.1,yes
"Smart, Mr. John Montgomery",male,56,1st,S,England,26.11,no
"Smiljanic, Mr. Mile",male,37,3rd,S,Croatia,8.1303,no
"Smith, Miss. Marion Elsie",female,49,2nd,S,England,13,yes
"Smith, Mr. James Clinch",male,56,1st,C,France,30.1311,no
"Smith, Mr. Lucian Philip",male,24,1st,C,United States,60,no
"Smith, Mr. Richard William",male,57,1st,S,England,26,no
"Smith, Mrs. Mary Eloise",female,18,1st,C,United States,60,yes
"Smyth, Miss. Julia",female,18,3rd,Q,Ireland,7.1408,yes
"Smyth, Mr. Thomas",male,27,3rd,Q,Ireland,7.15,no
"Snyder, Mr. John Pillsbury",male,24,1st,S,United States,82.0504,yes
"Snyder, Mrs. Nelle",female,23,1st,S,United States,82.0504,yes
"Sobey, Mr. Samuel James Hayden",male,25,2nd,S,England,13,no
"Søholt, Mr. Peter Andreas Lauritz Andersen",male,19,3rd,S,Norway,7.13,no
"Somerton, Mr. Francis William",male,31,3rd,S,England,8.01,no
"Spector, Mr. Woolf",male,23,3rd,S,England,8.01,no
"Spedden, Master. Robert Douglas",male,6,1st,C,United States,134.1,yes
"Spedden, Mr. Frederic Oakley",male,45,1st,C,United States,134.1,yes
"Spedden, Mrs. Margaretta Corning",female,39,1st,C,United States,134.1,yes
"Spencer, Mrs. Marie Eugenie",female,48,1st,C,United States,146.1005,yes
"Spencer, Mr. William Augustus",male,57,1st,C,United States,146.1005,no
"Spinner, Mr. Henry John",male,31,3rd,S,England,8.01,no
"Stähelin-Maeglin, Dr. Max",male,32,1st,S,Switzerland,30.1,yes
"Staneff, Mr. Ivan",male,23,3rd,S,Bulgaria,7.1711,no
"Stankovic, Mr. Ivan",male,33,3rd,C,Croatia,8.1309,no
"Stanley, Miss. Amy Zillah Elsie",female,24,3rd,S,England,7.11,yes
"Stanley, Mr. Rowland Edwin",male,22,3rd,S,England,8.01,no
"Stanton, Mr. Samuel Ward",male,42,2nd,C,United States,15,no
"Stead, Mr. William Thomas",male,62,1st,S,England,26.11,no
"Stengel, Mr. Charles Emil Henry",male,54,1st,C,United States,55.081,yes
"Stengel, Mrs. Annie May",female,43,1st,C,Ireland,55.081,yes
"Stephenson, Mrs. Martha",female,52,1st,C,United States,78.0504,yes
"Stewart, Mr. Albert Ankeny",male,64,1st,C,United States,27.1405,no
"Stokes, Mr. Philip Joseph",male,24,2nd,S,England,10.1,no
"Stone, Mrs. Martha Evelyn",female,61,1st,S,United States,80,yes
"Storey, Mr. Thomas",male,59,3rd,S,England,NA,no
"Stoytcheff, Mr. Ilia",male,19,3rd,S,Bulgaria,7.1711,no
"Strandberg, Miss. Ida Sofia",female,22,3rd,S,Finland,9.1609,no
"Strandén, Mr. Juho Niilosson",male,30,3rd,S,Finland,7.1806,yes
"Straus, Mr. Isidor",male,67,1st,S,United States,221.1507,no
"Straus, Mrs. Rosalie Ida",female,63,1st,S,Germany,221.1507,no
"Strilic, Mr. Ivan",male,27,3rd,S,Croatia,8.1303,no
"Ström, Miss. Telma Matilda",female,2,3rd,S,United States,10.0903,no
"Ström, Mrs. Elna Matilda",female,29,3rd,S,Sweden,10.0903,no
"Sunderland, Mr. Victor Francis",male,20,3rd,S,England,8.01,yes
"Sundman, Mr. Johan Julian",male,44,3rd,S,Finland,7.1806,yes
"Sutehall, Mr. Henry Jr",male,25,3rd,S,England,7.01,no
"Sutton, Mr. Frederick",male,61,1st,S,England,32.0605,no
"Svensson, Mr. Johan",male,74,3rd,S,Sweden,7.1506,no
"Svensson, Mr. Johan Cervin",male,14,3rd,S,Sweden,9.0406,yes
"Svensson, Mr. Olof",male,24,3rd,S,Sweden,7.1511,no
"Swane, Mr. George",male,19,2nd,S,England,13,no
"Sweet, Mr. George Frederick",male,14,2nd,S,England,65,no
"Swift, Mrs. Margaret Welles",female,46,1st,S,United States,25.1807,yes
"Tannūs, Master. As'ad",male,0.4166666667,3rd,C,Lebanon,8.1004,yes
"Tannūs, Mr. Bashīr",male,30,3rd,C,Lebanon,6.0809,no
"Tannūs, Mrs. Thamīn",female,16,3rd,C,Lebanon,8.1004,yes
"Taussig, Miss. Ruth",female,18,1st,S,United States,79.13,yes
"Taussig, Mr. Emil",male,52,1st,S,United States,79.13,no
"Taussig, Mrs. Tillie",female,39,1st,S,United States,79.13,yes
"Taylor, Mr. Elmer Zebley",male,48,1st,S,United States,52,yes
"Taylor, Mr. Percy Cornelius",male,40,2nd,S,England,NA,no
"Taylor, Mrs. Juliet Cummins",female,49,1st,S,United States,52,yes
"Tenglin, Mr. Gunnar Isidor",male,25,3rd,S,Sweden,7.1511,yes
"Thayer, Mr. John Borland",male,49,1st,C,United States,110.1708,no
"Thayer, Mr. John Borland jr",male,17,1st,C,United States,110.1708,yes
"Thayer, Mrs. Marian Longstreth",female,39,1st,C,United States,110.1708,yes
"Theobald, Mr. Thomas Leonard",male,34,3rd,S,England,8.01,no
"Thomas/Tannous, Mr. John",male,34,3rd,C,NA,6.0809,no
"Thomas/Tannous, Mr. Tannous",male,16,3rd,C,NA,7.0406,no
"Thompson, Mr. Alexander Mellis",male,37,3rd,S,Scotland,8.01,no
"Thorne, Miss. Gertrude Maybelle",female,38,1st,C,United States,80,yes
"Thorneycroft, Mr. Percival",male,37,3rd,S,England,16.02,no
"Thorneycroft, Mrs. Florence Kate",female,33,3rd,S,England,16.02,yes
"Tikkanen, Mr. Juho",male,32,3rd,S,Finland,7.1806,no
"Tobin, Mr. Roger",male,20,3rd,Q,Ireland,7.15,no
"Todoroff, Mr. Lalio",male,23,3rd,S,Bulgaria,7.1711,no
"Tomlin, Mr. Ernest Portage",male,22,3rd,S,England,8.01,no
"Toomey, Miss. Ellen Mary",female,48,2nd,S,Ireland,10.1,yes
"Törber, Mr. Ernst Wilhelm",male,41,3rd,S,England,8.01,no
"Torfa, Mr. Assad",male,20,3rd,C,Lebanon,7.0407,no
"Törnquist, Mr. William Henry",male,26,3rd,S,Sweden,NA,yes
"Totevski, Mr. Hristo Danchev",male,25,3rd,S,Bulgaria,7.1711,no
"Troupiansky, Mr. Moses Aaron",male,23,2nd,S,England,13,no
"Trout, Mrs. Jessie Laird",female,27,2nd,S,Scotland,12.13,yes
"Troutt, Miss. Edwina Celia",female,27,2nd,S,England,10.1,yes
"Tucker, Mr. Gilbert Milligan jr",male,31,1st,C,United States,28.1009,yes
"Tu'mah, Master. Jirjis Yūsuf",male,8,3rd,C,Lebanon,15.0411,yes
"Tu'mah, Miss. Mariyam",female,9,3rd,C,Lebanon,15.0411,yes
"Tu'mah, Mrs. Hinnah",female,27,3rd,C,Lebanon,15.0411,yes
"Turcin, Mr. Stjepan",male,36,3rd,S,Croatia,7.1711,no
"Turja, Miss. Anna Sofia",female,18,3rd,S,Finland,9.161,yes
"Turkula, Mrs. Hedwig",female,63,3rd,S,Finland,9.1109,yes
"Turpin, Mrs. Dorothy Ann",female,26,2nd,S,England,21,no
"Turpin, Mr. William John",male,29,2nd,S,England,21,no
"Uruchurtu, Don. Manuel Ramirez",male,39,1st,C,Mexico,27.1405,no
"van Billiard, Master. James William",male,10,3rd,S,England,14.1,no
"van Billiard, Master. Walter John",male,9,3rd,S,England,14.1,no
"van Billiard, Mr. Austin Blyler",male,35,3rd,S,England,14.1,no
"Van den Steen, Mr. Leo Peter",male,28,3rd,S,Belgium,9.1,no
"Vandercruyssen, Mr. Victor",male,46,3rd,S,Belgium,9,no
"Van der hoef, Mr. Wyckoff",male,61,1st,S,United States,33.1,no
"Vanderplancke, Miss. Augusta Maria",female,18,3rd,S,Belgium,18,no
"Vanderplancke, Mr. Julius",male,31,3rd,S,Belgium,18,no
"Vanderplancke, Mr. Leo Edmondus",male,15,3rd,S,Belgium,18,no
"Vanderplancke, Mrs. Emelie Maria",female,31,3rd,S,Belgium,18,no
"Van de Velde, Mr. Johannes Josef",male,35,3rd,S,Belgium,9.1,no
"Vandewalle, Mr. Nestor Cyriel",male,28,3rd,S,Belgium,9.1,no
"Van Impe, Miss. Catharina",female,10,3rd,S,Belgium,24.03,no
"Van Impe, Mr. Jean Baptiste",male,36,3rd,S,Belgium,24.03,no
"Van Impe, Mrs. Rosalie Paula",female,30,3rd,S,Belgium,24.03,no
"van Melckebeke, Mr. Philemon",male,23,3rd,S,Belgium,9.1,no
"Vartanian, Mr. David",male,22,3rd,C,Turkey,7.0406,yes
"Veal, Mr. James",male,40,2nd,S,United States,13,no
"Vendel, Mr. Olof Edvin",male,20,3rd,S,Sweden,7.1701,no
"Veström, Miss. Hulda Amanda Adolfina",female,14,3rd,S,Sweden,7.1701,no
"Vovk, Mr. Janko",male,21,3rd,S,Slovenia,7.1711,no
"Waelens, Mr. Achille",male,22,3rd,S,Belgium,9,no
"Walker, Mr. William Anderson",male,48,1st,S,United States,34,no
"Wallcroft, Miss. Ellen 'Nellie'",female,36,2nd,S,England,21,yes
"Ward, Miss. Annie Moore",female,37,1st,C,NA,512.0607,yes
"Ware, Mr. Frederick",male,35,3rd,S,England,8.01,no
"Ware, Mr. John James",male,47,2nd,S,England,21,no
"Ware, Mrs. Florence Louise",female,32,2nd,S,England,21,yes
"Ware, Mr. William Jeffery",male,23,2nd,S,England,10.1,no
"Warren, Mr. Charles William",male,31,3rd,S,England,7.11,no
"Warren, Mr. Frank Manley",male,63,1st,C,United States,75.05,no
"Warren, Mrs. Anna Sophia",female,60,1st,C,England,75.05,yes
"Watson, Mr. Ennis Hastings",male,19,2nd,B,Northern Ireland,NA,no
"Watt, Miss. Robertha Josephine",female,12,2nd,S,Scotland,15.15,yes
"Watt, Mrs. Elizabeth",female,40,2nd,S,Scotland,15.15,yes
"Wazli, Mr. Yousif Ahmed",male,23,3rd,C,Lebanon,7.0406,no
"Webber, Miss. Susan",female,37,2nd,S,England,13,yes
"Webber, Mr. James",male,66,3rd,S,England,8.01,no
"Weir, Colonel. John",male,59,1st,S,United States,26.11,no
"Weisz, Mr. Léopold",male,37,2nd,S,Hungary,26,no
"Weisz, Mrs. Mathilde Françoise",female,37,2nd,S,England,26,yes
"Wells, Master. Ralph Lester",male,2,2nd,S,England,23,yes
"Wells, Miss. Joan",female,4,2nd,S,England,23,yes
"Wells, Mrs. Addie Dart",female,29,2nd,S,England,23,yes
"Wennerström, Mr. August",male,27,3rd,S,Sweden,7.1511,yes
"West, Miss. Barbara Joyce",female,0.8333333333,2nd,S,England,27.15,yes
"West, Miss. Constance Mirium",female,4,2nd,S,England,27.15,yes
"West, Mr. Edwy Arthur",male,36,2nd,S,England,27.15,no
"West, Mrs. Ada Mary",female,33,2nd,S,England,27.15,yes
"Wheadon, Mr. Edward Henry",male,65,2nd,S,England,10.1,no
"Wheeler, Mr. Edwin Charles",male,26,2nd,S,England,12.1706,no
"Whilems, Mr. Charles",male,31,2nd,S,England,13,yes
"White, Mr. Percival Wayland",male,54,1st,S,United States,77.0509,no
"White, Mr. Richard Frasar",male,21,1st,S,United States,77.0509,no
"White, Mrs. Ella",female,55,1st,C,NA,135.1208,yes
"Wick, Col. George Dennick",male,57,1st,S,United States,164.1704,no
"Wick, Miss. Mary Natalie",female,31,1st,S,United States,164.1704,yes
"Wick, Mrs. Mary Peebles",female,45,1st,S,United States,164.1704,yes
"Widegren, Mr. Carl Peter",male,51,3rd,S,Sweden,7.15,no
"Widener, Mr. George Dunton",male,50,1st,S,United States,211.1,no
"Widener, Mr. Harry Elkins",male,27,1st,S,United States,211.1,no
"Widener, Mrs. Eleanor",female,50,1st,S,United States,211.1,yes
"Wiklund, Mr. Jakob Alfred",male,18,3rd,S,Finland,6.0911,no
"Wiklund, Mr. Karl Johan",male,21,3rd,S,Finland,6.0911,no
"Wilkes, Mrs. Ellen",female,47,3rd,S,England,7,yes
"Wilkinson, Mrs. Elizabeth Anne",female,30,2nd,S,England,26,yes
"Willard, Miss. Constance",female,21,1st,S,United States,26.11,yes
"Willer, Mr. Aaron",male,37,3rd,C,NA,8.1403,no
"Willey, Mr. Edward John",male,21,3rd,S,Wales,7.11,no
"Williams, Mr. Charles Duane",male,51,1st,C,Switzerland,61.0707,no
"Williams, Mr. Charles Eugene",male,23,2nd,S,England,13,yes
"Williams, Mr. Fletcher Fellowes Lambert",male,43,1st,S,United States,35,no
"Williams, Mr. Howard Hugh",male,28,3rd,S,England,8.01,no
"Williams, Mr. Leslie",male,28,3rd,S,Wales,16.02,no
"Williams, Mr. Richard Norris II",male,21,1st,C,Switzerland,61.0707,yes
"Wilson, Miss. Helen Alice",female,31,1st,C,NA,134.1,yes
"Windeløv, Mr. Einar",male,21,3rd,S,South Africa,7.05,no
"Wirz, Mr. Albert",male,27,3rd,S,Switzerland,8.1303,no
"Wiseman, Mr. Philippe",male,54,3rd,S,England,7.05,no
"Wittevrongel, Mr. Camilius Aloysius",male,36,3rd,S,Belgium,9.1,no
"Woodward, Mr. John Wesley",male,32,2nd,S,England,NA,no
"Woolner, Mr. Hugh",male,46,1st,S,England,35.1,yes
"Wright, Miss. Marion",female,26,2nd,S,England,13.1,yes
"Wright, Mr. George",male,62,1st,S,Canada,26.11,no
"Yasbeck, Mr. Antoni",male,27,3rd,C,Lebanon,14.0901,no
"Yazbeck, Mrs. Selini",female,15,3rd,C,Lebanon,14.0901,yes
"Young, Miss. Marie Grice",female,36,1st,C,United States,135.1208,yes
"Yousseff (Abi Saab), Mr. Gerios",male,26,3rd,C,Lebanon,7.0406,no
"Youssiff (Sam'aan), Mr. Gerios",male,45,3rd,C,Lebanon,7.0407,no
"Yūsuf, Mrs. Kātrīn",female,23,3rd,C,Lebanon,22.0702,yes
"Yvois, Miss. Henriette",female,24,2nd,S,France,13,no
"Zakarian, Mr. Mapriededer",male,22,3rd,C,Turkey,7.0406,no
"Zakarian, Mr. Ortin",male,27,3rd,C,Turkey,7.0406,no
"Zenni, Mr. Philip",male,25,3rd,C,Lebanon,7.0406,yes
"Zimmermann, Mr. Leo",male,29,3rd,S,Germany,7.1706,no
"Abbott, Mr. Ernest Owen",male,21,victualling crew,S,England,NA,no
"Abrams, Mr. William Thomas",male,34,engineering crew,S,England,NA,no
"Adams, Mr. Robert John",male,26,engineering crew,S,England,NA,no
"Ahier, Mr. Percy Snowden",male,20,victualling crew,S,Channel Islands,NA,no
"Akerman, Mr. Albert Edward",male,31,victualling crew,S,England,NA,no
"Akerman, Mr. Joseph Francis",male,37,victualling crew,S,England,NA,no
"Allaria, Sig. Battista Antonio",male,22,restaurant staff,S,England,NA,no
"Allen, Mr. Ernest Frederick",male,24,engineering crew,S,England,NA,yes
"Allen, Mr. Frederick",male,17,victualling crew,S,England,NA,no
"Allen, Mr. George",male,26,victualling crew,S,England,NA,no
"Allen, Mr. Henry",male,30,engineering crew,S,England,NA,no
"Allen, Mr. Robert Spencer",male,36,victualling crew,S,England,NA,no
"Allsop, Mr. Alfred Samuel",male,36,engineering crew,B,England,NA,no
"Allsop, Mr. Frank Richard",male,41,victualling crew,B,England,NA,no
"Anderson, Mr. James",male,40,deck crew,S,England,NA,yes
"Anderson, Mr. Walter Yuill",male,48,victualling crew,S,England,NA,no
"Andrews, Mr. Charles Edward",male,19,victualling crew,S,England,NA,yes
"Archer, Mr. Ernest Edward",male,35,deck crew,S,England,NA,yes
"Ashcroft, Mr. Austin Aloysius",male,26,victualling crew,S,England,NA,no
"Ashe, Mr. Henry Wellesley",male,41,victualling crew,S,Ireland,NA,no
"Aspeslagh, Mr. Georges",male,26,restaurant staff,S,England,NA,no
"Avery, Mr. James Albert",male,21,engineering crew,S,England,NA,yes
"Ayling, Mr. Edwin George",male,23,victualling crew,S,England,NA,no
"Back, Mr. Charles Frederick",male,37,victualling crew,B,England,NA,no
"Baggott, Mr. Allen Marden",male,28,victualling crew,S,England,NA,yes
"Bagley, Mr. Edward Henry",male,33,victualling crew,S,England,NA,no
"Bailey, Mr. George Francis",male,36,victualling crew,B,England,NA,no
"Bailey, Mr. George Frank",male,46,engineering crew,S,Wales,NA,no
"Bailey, Mr. Henry Joseph",male,46,deck crew,S,England,NA,yes
"Baines, Mr. Richard",male,24,engineering crew,S,England,NA,no
"Ball, Mr. Percy",male,19,victualling crew,S,England,NA,yes
"Banfi, Sig. Ugo",male,24,restaurant staff,S,England,NA,no
"Bannon, Mr. John Joseph",male,34,engineering crew,S,England,NA,no
"Barker, Mr. Albert Vale",male,19,victualling crew,S,England,NA,no
"Barker, Mr. Ernest Thomas",male,41,victualling crew,S,England,NA,no
"Barker, Mr. Reginald Lomond",male,42,victualling crew,B,England,NA,no
"Barlow, Mr. Charles",male,30,engineering crew,S,England,NA,no
"Barlow, Mr. George",male,36,victualling crew,S,England,NA,no
"Barnes, Mr. Charles",male,29,engineering crew,S,England,NA,no
"Barnes, Mr. Frederick Charles",male,40,victualling crew,S,England,NA,no
"Barnes, Mr. John",male,40,engineering crew,S,England,NA,no
"Barratt, Mr. Arthur",male,16,victualling crew,S,England,NA,no
"Barrett, Mr. Frederick",male,28,engineering crew,S,England,NA,yes
"Barrett, Mr. Frederick William",male,33,engineering crew,S,England,NA,no
"Barringer, Mr. Arthur William",male,34,victualling crew,B,England,NA,no
"Barrow, Mr. Charles Henry John Barrow",male,36,victualling crew,S,England,NA,no
"Barrows, Mr. William",male,32,victualling crew,S,England,NA,no
"Barton, Mr. Sidney John",male,26,victualling crew,S,England,NA,no
"Basilico, Sig. Giovanni",male,27,restaurant staff,S,England,NA,no
"Baxter, Mr. Harry Ross",male,53,victualling crew,S,England,NA,no
"Baxter, Mr. Thomas Ferguson",male,55,victualling crew,S,Scotland,NA,no
"Bazzi, Sig. Narciso",male,33,restaurant staff,S,England,NA,no
"Beattie, Mr. Joseph",male,35,engineering crew,B,Northern Ireland,NA,no
"Beauchamp, Mr. George William",male,24,engineering crew,S,England,NA,yes
"Bedford, Mr. William Barnett",male,31,victualling crew,S,England,NA,no
"Beedem, Mr. George Arthur",male,35,victualling crew,S,England,NA,no
"Beere, Mr. William",male,19,victualling crew,S,England,NA,no
"Bell, Mr. Joseph",male,51,engineering crew,B,England,NA,no
"Bendell, Mr. Frank",male,24,engineering crew,S,England,NA,no
"Benham, Mr. Fred John",male,30,victualling crew,S,England,NA,no
"Bennett, Mr. George Alfred",male,30,engineering crew,S,England,NA,no
"Bennett, Mrs. Mabel",female,33,victualling crew,S,England,NA,yes
"Benville, Mr. Edward",male,47,engineering crew,S,England,NA,no
"Bernardi, Sig. Battista",male,22,restaurant staff,S,England,NA,no
"Bessant, Mr. Edward",male,31,victualling crew,S,England,NA,no
"Bessant, Mr. William Edward Lowe",male,39,engineering crew,S,England,NA,no
"Best, Mr. Edwin Alfred",male,40,victualling crew,B,England,NA,no
"Beux, Mr. David",male,26,restaurant staff,S,England,NA,no
"Bevis, Mr. Joseph Henry",male,22,engineering crew,S,England,NA,no
"Biddlecombe, Mr. Reginald Charles",male,31,engineering crew,S,England,NA,no
"Bietrix, Mr. George Baptiste",male,28,restaurant staff,S,England,NA,no
"Biggs, Mr. Edward Charles",male,20,engineering crew,S,England,NA,no
"Billows, Mr. James",male,20,engineering crew,S,England,NA,no
"Binstead, Mr. Walter William",male,20,engineering crew,S,England,NA,yes
"Bishop, Mr. Walter Alexander",male,34,victualling crew,B,England,NA,no
"Blackman, Mr. Albert Edward",male,23,engineering crew,S,England,NA,no
"Black, Mr. Alexander",male,28,engineering crew,S,England,NA,no
"Black, Mr. D.",male,41,engineering crew,S,England,NA,no
"Blake, Mr. Percival Albert",male,23,engineering crew,S,England,NA,yes
"Blake, Mr. Seaton",male,26,engineering crew,B,England,NA,no
"Blake, Mr. Thomas Henry",male,37,engineering crew,S,England,NA,no
"Blaney, Mr. James",male,32,engineering crew,S,Northern Ireland,NA,no
"Blann, Mr. Eustace Horatius",male,22,engineering crew,S,England,NA,no
"Bliss, Mrs. Emma",female,45,victualling crew,S,Switzerland,NA,yes
"Blumet, Mr. Jean Baptiste",male,26,restaurant staff,S,England,NA,no
"Bochatay, Mr. Alexis Joseph",male,30,victualling crew,S,England,NA,no
"Bochet, Mr. Pierre Giuseppe",male,43,restaurant staff,S,England,NA,no
"Bogie, Mr. Norman Leslie",male,59,victualling crew,S,Scotland,NA,no
"Bolhuis, Mr. Hendrik",male,27,restaurant staff,S,England,NA,no
"Bond, Mr. William John",male,40,victualling crew,B,England,NA,no
"Boothby, Mr. Walter Thomas",male,38,victualling crew,S,England,NA,no
"Boston, Mr. William John",male,33,victualling crew,B,England,NA,no
"Bott, Mr. William Thomas",male,46,engineering crew,S,England,NA,no
"Boughton, Mr. Bernard John",male,24,victualling crew,S,England,NA,no
"Bowker, Miss. Ruth Harwood",female,31,restaurant staff,S,England,NA,yes
"Boxhall, Mr. Joseph Groves",male,28,deck crew,B,England,NA,yes
"Boyd, Mr. John",male,37,victualling crew,S,England,NA,no
"Boyes, Mr. John Henry",male,36,victualling crew,B,England,NA,no
"Bradley, Mr. Patrick Joseph",male,39,engineering crew,S,England,NA,no
"Bradley, Mr. T.",male,29,deck crew,S,England,NA,no
"Bradshaw, Mr. John Albert Perkin",male,43,victualling crew,S,England,NA,no
"Brewer, Mr. Harry",male,30,engineering crew,S,England,NA,no
"Brewster, Mr. George Henry",male,52,victualling crew,B,England,NA,no
"Briant, Mr. Albert",male,34,engineering crew,S,England,NA,no
"Brice, Mr. Walter Thomas",male,43,deck crew,S,England,NA,yes
"Bride, Mr. Harold Sydney",male,22,victualling crew,B,England,NA,yes
"Bright, Mr. Arthur John",male,42,deck crew,B,England,NA,yes
"Bristow, Mr. Harry",male,38,victualling crew,S,NA,NA,no
"Bristow, Mr. Robert Charles",male,31,victualling crew,S,England,NA,no
"Brookman, Mr. John Cress",male,28,victualling crew,S,England,NA,no
"Brooks, Mr. J.",male,25,engineering crew,S,England,NA,no
"Broome, Mr. Athol Frederick",male,31,victualling crew,S,England,NA,no
"Broom, Mr. Herbert George",male,33,victualling crew,B,England,NA,no
"Brown, Mr. Edward",male,34,victualling crew,B,Wales,NA,yes
"Brown, Mr. John",male,28,engineering crew,S,Wales,NA,no
"Brown, Mr. Joseph James",male,25,engineering crew,S,England,NA,no
"Brown, Mr. Walter James",male,41,victualling crew,B,England,NA,no
"Buckley, Mr. H. E.",male,34,victualling crew,S,England,NA,no
"Buley, Mr. Edward John",male,26,deck crew,S,England,NA,yes
"Bulley, Mr. Henry Ashburnham",male,22,victualling crew,S,England,NA,no
"Bull, Mr. Walter Edward",male,37,victualling crew,S,England,NA,no
"Bunnell, Mr. Wilfred James",male,21,victualling crew,B,England,NA,no
"Burgess, Mr. Charles",male,18,victualling crew,S,England,NA,yes
"Burke, Mr. Richard Edward",male,30,victualling crew,B,England,NA,no
"Burke, Mr. William",male,31,victualling crew,B,Ireland,NA,yes
"Burrage, Mr. Arthur Victor Edwards",male,20,victualling crew,S,England,NA,yes
"Burr, Mr. Ewart Sydenham",male,29,victualling crew,S,England,NA,no
"Burroughs, Mr. Arthur Peckham",male,35,engineering crew,S,England,NA,no
"Burton, Mr. Edward John",male,35,engineering crew,S,England,NA,no
"Butterworth, Mr. John",male,23,victualling crew,S,England,NA,no
"Butt, Mr. Robert Henry",male,22,victualling crew,S,England,NA,no
"Butt, Mr. William John",male,31,engineering crew,S,England,NA,no
"Byrne, Mr. James Edward",male,45,victualling crew,S,England,NA,no
"Calderwood, Mr. Hugh",male,30,engineering crew,B,Northern Ireland,NA,no
"Campbell, Mr. Donald S.",male,25,victualling crew,S,Australia,NA,no
"Canner, Mr. John",male,40,engineering crew,S,England,NA,no
"Carney, Mr. William",male,31,victualling crew,S,England,NA,no
"Carr, Mr. Richard Stephen",male,27,engineering crew,S,England,NA,no
"Carter (Ball), Mr. James (W.)",male,46,engineering crew,S,England,NA,no
"Cartwright, Mr. James Edward",male,33,victualling crew,B,England,NA,no
"Casali, Sig. Giulio",male,32,restaurant staff,S,Italy,NA,no
"Casey, Mr. Thomas",male,44,engineering crew,S,England,NA,no
"Casswill, Mr. Charles",male,34,victualling crew,S,England,NA,no
"Castleman, Mr. Edward",male,37,engineering crew,S,England,NA,no
"Caton, Miss. Annie",female,33,victualling crew,S,England,NA,yes
"Caunt, Mr. William Ewart",male,28,victualling crew,S,England,NA,no
"Cavell, Mr. George Henry",male,22,engineering crew,S,England,NA,yes
"Cave, Mr. Herbert",male,39,victualling crew,B,England,NA,no
"Cecil, Mr. Charles Thomas",male,21,victualling crew,S,England,NA,no
"Chaboisson, Mr. Adrien Finnin",male,25,restaurant staff,S,England,NA,no
"Chapman, Mr. Joseph Charles",male,32,victualling crew,S,England,NA,yes
"Charman, Mr. John James",male,25,victualling crew,S,England,NA,no
"Cherrett, Mr. William Victor",male,25,engineering crew,S,England,NA,no
"Cheverton, Mr. William Frederick",male,28,victualling crew,B,England,NA,no
"Chisnall, Mr. George Alexander",male,37,engineering crew,B,England,NA,no
"Chitty, Mr. Archibald George",male,29,victualling crew,S,England,NA,no
"Chitty, Mr. George Henry",male,50,victualling crew,S,England,NA,no
"Chorley, Mr. John Henry",male,25,engineering crew,S,England,NA,no
"Christmas, Mr. Herbert Harry",male,34,victualling crew,S,England,NA,no
"Clark, Mr. William",male,40,engineering crew,S,Ireland,NA,yes
"Clench, Mr. Frederick Charles",male,33,deck crew,S,England,NA,yes
"Clench, Mr. George James",male,31,deck crew,S,England,NA,no
"Coe, Mr. Harry",male,22,engineering crew,S,England,NA,no
"Coleman, Mr. Albert Edward",male,29,victualling crew,S,England,NA,no
"Coleman, Mr. John",male,58,engineering crew,B,Ireland,NA,no
"Colgan, Mr. E. Joseph",male,33,victualling crew,S,England,NA,yes
"Collins, Mr. John",male,17,victualling crew,S,Northern Ireland,NA,yes
"Collins, Mr. John",male,38,engineering crew,S,England,NA,yes
"Combes, Mr. George",male,34,engineering crew,S,England,NA,yes
"Conway, Mr. Percy Walter",male,25,victualling crew,B,England,NA,no
"Cook, Mr. Gilbert William",male,32,victualling crew,S,England,NA,no
"Coombs, Mr. Charles Augustus",male,45,victualling crew,S,England,NA,no
"Cooper, Mr. Harry",male,26,engineering crew,S,England,NA,no
"Cooper, Mr. James Edward",male,26,engineering crew,S,England,NA,no
"Copperthwaite, Mr. Albert Harry",male,28,engineering crew,S,England,NA,no
"Corben, Mr. Ernest Theodore",male,27,victualling crew,S,England,NA,no
"Corcoran, Mr. Dennis",male,33,engineering crew,S,England,NA,no
"Cornaire, Mr. Marcel Raymond André",male,19,restaurant staff,S,England,NA,no
"Cotton, Mr. Alfred",male,36,engineering crew,S,England,NA,no
"Couch, Mr. Frank",male,28,deck crew,S,England,NA,no
"Couch, Mr. Joseph Henry",male,49,engineering crew,S,England,NA,no
"Couper, Mr. Robert Frederick William",male,30,engineering crew,S,England,NA,yes
"Coutin, Mr. Auguste Louis",male,28,restaurant staff,S,France,NA,no
"Cox, Mr. William Denton",male,30,victualling crew,S,England,NA,no
"Coy, Mr. Francis Ernest George",male,27,engineering crew,B,England,NA,no
"Crabb, Mr. Henry James",male,23,engineering crew,S,England,NA,no
"Crafter, Mr. Frederick Horace",male,20,victualling crew,S,England,NA,yes
